year,month,day,hour,speed
2014,12,10,10,75.99
2014,12,10,11,77.88
2014,12,10,12,78.48
2014,12,10,13,81.65
2014,12,10,14,81.48
2014,12,10,15,83.5
2014,12,10,16,85.08
2014,12,10,17,81.55
2014,12,10,18,86.58
2014,12,10,19,88.95
2014,12,10,20,89.66
2014,12,10,21,92.76
2014,12,10,22,91.23
2014,12,10,23,93.25
2014,12,11,0,94.55
2014,12,11,1,92.49
2014,12,11,2,95.25
2014,12,11,3,92.26
2014,12,11,4,91.66
2014,12,11,5,93.39
2014,12,11,6,86.69
2014,12,11,7,72.77
2014,12,11,8,78.8
2014,12,11,9,76.23
2014,12,11,10,67.49
2014,12,11,11,74.72
2014,12,11,12,81.79
2014,12,11,13,82.84
2014,12,11,14,82.19
2014,12,11,15,83.19
2014,12,11,16,84.73
2014,12,11,17,83.72
2014,12,11,18,85.02
2014,12,11,19,89.43
2014,12,11,20,89.63
2014,12,11,21,94.62
2014,12,11,22,96.45
2014,12,11,23,99.72
2014,12,12,0,99.38
2014,12,12,1,98.4
2014,12,12,2,97.7
2014,12,12,3,96.43
2014,12,12,4,93.09
2014,12,12,5,95.59
2014,12,12,6,89.41
2014,12,12,7,79.04
2014,12,12,8,78.24
2014,12,12,9,80.85
2014,12,12,10,76.04
2014,12,12,11,81.19
2014,12,12,12,80.23
2014,12,12,13,82.29
2014,12,12,14,79.69
2014,12,12,15,75.88
2014,12,12,16,74.98
2014,12,12,17,71.24
2014,12,12,18,78.88
2014,12,12,19,80.25
2014,12,12,20,80.93
2014,12,12,21,88.99
2014,12,12,22,92.25
2014,12,12,23,95.92
2014,12,13,0,97.97
2014,12,13,1,97.87
2014,12,13,2,98.44
2014,12,13,3,98.65
2014,12,13,4,97.17
2014,12,13,5,97.11
2014,12,13,6,91.13
2014,12,13,7,82.66
2014,12,13,8,82.46
2014,12,13,9,83.61
2014,12,13,10,79.04
2014,12,13,11,81.37
2014,12,13,12,84.94
2014,12,13,13,88.31
2014,12,13,14,85.46
2014,12,13,15,82.43
2014,12,13,16,84.32
2014,12,13,17,81.06
2014,12,13,18,85.07
2014,12,13,19,85.73
2014,12,13,20,89.43
2014,12,13,21,94.49
2014,12,13,22,96.57
2014,12,13,23,100.76
2014,12,14,0,103.08
2014,12,14,1,104.37
2014,12,14,2,104
2014,12,14,3,103.71
2014,12,14,4,102.29
2014,12,14,5,103.06
2014,12,14,6,100.23
2014,12,14,7,94.85
2014,12,14,8,95.09
2014,12,14,9,93.24
2014,12,14,10,89.47
2014,12,14,11,90.77
2014,12,14,12,92.3
2014,12,14,13,92.08
2014,12,14,14,83.65
2014,12,14,15,82.84
2014,12,14,16,80.71
2014,12,14,17,76.47
2014,12,14,18,79.07
2014,12,14,19,80.94
2014,12,14,20,84.82
2014,12,14,21,91.96
2014,12,14,22,96.68
2014,12,14,23,100.9
2014,12,15,0,101.71
2014,12,15,1,99.21
2014,12,15,2,98.34
2014,12,15,3,96.16
2014,12,15,4,98.6
2014,12,15,5,93.71
2014,12,15,6,63.01
2014,12,15,7,47.75
2014,12,15,8,69.9
2014,12,15,9,73.98
2014,12,15,10,36.08
2014,12,15,11,42.19
2014,12,15,12,76.95
2014,12,15,13,81.65
2014,12,15,14,78.81
2014,12,15,15,78.34
2014,12,15,16,82.45
2014,12,15,17,82.66
2014,12,15,18,84.05
2014,12,15,19,80.61
2014,12,15,20,76.69
2014,12,15,21,86.4
2014,12,15,22,86.54
2014,12,15,23,91.99
2014,12,16,0,89.56
2014,12,16,1,89.5
2014,12,16,2,86.92
2014,12,16,3,91.08
2014,12,16,4,88.78
2014,12,16,5,89.1
2014,12,16,6,83.41
2014,12,16,7,72.64
2014,12,16,8,73.79
2014,12,16,9,74.45
2014,12,16,10,58.16
2014,12,16,11,72.95
2014,12,16,12,82.62
2014,12,16,13,83.65
2014,12,16,14,83.28
2014,12,16,15,83.31
2014,12,16,16,83.57
2014,12,16,17,82.11
2014,12,16,18,85.35
2014,12,16,19,89.09
2014,12,16,20,89.98
2014,12,16,21,95.16
2014,12,16,22,97.33
2014,12,16,23,99.34
2014,12,17,0,99.74
2014,12,17,1,98.59
2014,12,17,2,97.75
2014,12,17,3,96.61
2014,12,17,4,94.54
2014,12,17,5,96.55
2014,12,17,6,90
2014,12,17,7,77.51
2014,12,17,8,77.82
2014,12,17,9,78.92
2014,12,17,10,78.95
2014,12,17,11,78.87
2014,12,17,12,81.09
2014,12,17,13,80.82
2014,12,17,14,81.02
2014,12,17,15,81.67
2014,12,17,16,84.14
2014,12,17,17,82.69
2014,12,17,18,86.59
2014,12,17,19,89.06
2014,12,17,20,90.61
2014,12,17,21,95.08
2014,12,17,22,96.22
2014,12,17,23,99.53
2014,12,18,0,99.59
2014,12,18,1,99.03
2014,12,18,2,98.92
2014,12,18,3,96.33
2014,12,18,4,94.8
2014,12,18,5,96.63
2014,12,18,6,90.31
2014,12,18,7,76.53
2014,12,18,8,59.03
2014,12,18,9,77.31
2014,12,18,10,78.95
2014,12,18,11,71.85
2014,12,18,12,78.19
2014,12,18,13,82.53
2014,12,18,14,82.71
2014,12,18,15,77.88
2014,12,18,16,84.43
2014,12,18,17,83.21
2014,12,18,18,84.94
2014,12,18,19,88.79
2014,12,18,20,89.39
2014,12,18,21,94.69
2014,12,18,22,96.4
2014,12,18,23,98.28
2014,12,19,0,99.82
2014,12,19,1,98.74
2014,12,19,2,99.79
2014,12,19,3,97.03
2014,12,19,4,95.19
2014,12,19,5,96.1
2014,12,19,6,88.93
2014,12,19,7,77.97
2014,12,19,8,78.7
2014,12,19,9,80.05
2014,12,19,10,77.35
2014,12,19,11,78.97
2014,12,19,12,81.68
2014,12,19,13,80.87
2014,12,19,14,79.15
2014,12,19,15,78.72
2014,12,19,16,79.34
2014,12,19,17,80.41
2014,12,19,18,82.3
2014,12,19,19,83.95
2014,12,19,20,85.89
2014,12,19,21,91.65
2014,12,19,22,91.37
2014,12,19,23,91.44
2014,12,20,0,83.74
2014,12,20,1,83.06
2014,12,20,2,89.53
2014,12,20,3,88.07
2014,12,20,4,88.02
2014,12,20,5,91.56
2014,12,20,6,87.29
2014,12,20,7,77.56
2014,12,20,8,78.55
2014,12,20,9,76.9
2014,12,20,10,77.76
2014,12,20,11,77.76
2014,12,20,12,83.98
2014,12,20,13,87.11
2014,12,20,14,83.38
2014,12,20,15,81.46
2014,12,20,16,80.46
2014,12,20,17,78.22
2014,12,20,18,86.98
2014,12,20,19,85.99
2014,12,20,20,86.34
2014,12,20,21,94.48
2014,12,20,22,97.03
2014,12,20,23,101.2
2014,12,21,0,102.82
2014,12,21,1,103.63
2014,12,21,2,104.82
2014,12,21,3,106.25
2014,12,21,4,103.24
2014,12,21,5,104.2
2014,12,21,6,101.7
2014,12,21,7,96.47
2014,12,21,8,96.13
2014,12,21,9,93.26
2014,12,21,10,89.71
2014,12,21,11,88.44
2014,12,21,12,91.58
2014,12,21,13,92.27
2014,12,21,14,88.52
2014,12,21,15,87.79
2014,12,21,16,84.48
2014,12,21,17,78.13
2014,12,21,18,78.86
2014,12,21,19,79.22
2014,12,21,20,81.4
2014,12,21,21,91.51
2014,12,21,22,95.68
2014,12,21,23,101.48
2014,12,22,0,101.52
2014,12,22,1,99.89
2014,12,22,2,99.08
2014,12,22,3,97.75
2014,12,22,4,99.09
2014,12,22,5,95.24
2014,12,22,6,57.92
2014,12,22,7,45.08
2014,12,22,8,41.67
2014,12,22,9,34.91
2014,12,22,10,27.03
2014,12,22,11,44.94
2014,12,22,12,48.65
2014,12,22,13,66.89
2014,12,22,14,77.11
2014,12,22,15,83.65
2014,12,22,16,85.92
2014,12,22,17,84.34
2014,12,22,18,85.74
2014,12,22,19,88.79
2014,12,22,20,88.79
2014,12,22,21,93.89
2014,12,22,22,95.86
2014,12,22,23,98.35
2014,12,23,0,98.12
2014,12,23,1,97.75
2014,12,23,2,97.67
2014,12,23,3,95.35
2014,12,23,4,95.11
2014,12,23,5,95.67
2014,12,23,6,86.82
2014,12,23,7,69.31
2014,12,23,8,68.56
2014,12,23,9,73.61
2014,12,23,10,70.56
2014,12,23,11,76.1
2014,12,23,12,81.56
2014,12,23,13,81.38
2014,12,23,14,78.89
2014,12,23,15,80.21
2014,12,23,16,82.07
2014,12,23,17,81.69
2014,12,23,18,85.56
2014,12,23,19,87.79
2014,12,23,20,89.87
2014,12,23,21,93.24
2014,12,23,22,95.92
2014,12,23,23,98.28
2014,12,24,0,100.13
2014,12,24,1,99.27
2014,12,24,2,79.13
2014,12,24,3,97.19
2014,12,24,4,93.84
2014,12,24,5,96.65
2014,12,24,6,87.86
2014,12,24,7,72.45
2014,12,24,8,75.73
2014,12,24,9,76.11
2014,12,24,10,76.52
2014,12,24,11,79.89
2014,12,24,12,82.01
2014,12,24,13,83.45
2014,12,24,14,80.4
2014,12,24,15,79.55
2014,12,24,16,82.86
2014,12,24,17,83.52
2014,12,24,18,85.42
2014,12,24,19,86.82
2014,12,24,20,85.84
2014,12,24,21,92.88
2014,12,24,22,96.03
2014,12,24,23,98.42
2014,12,25,0,98.46
2014,12,25,1,98.4
2014,12,25,2,99.95
2014,12,25,3,99.11
2014,12,25,4,98.01
2014,12,25,5,98.39
2014,12,25,6,95.83
2014,12,25,7,92.99
2014,12,25,8,94.71
2014,12,25,9,92.33
2014,12,25,10,91.23
2014,12,25,11,91.77
2014,12,25,12,92.82
2014,12,25,13,93.07
2014,12,25,14,91.74
2014,12,25,15,90.11
2014,12,25,16,91.46
2014,12,25,17,89.1
2014,12,25,18,90.26
2014,12,25,19,92.38
2014,12,25,20,92.46
2014,12,25,21,94.56
2014,12,25,22,97.62
2014,12,25,23,101.97
2014,12,26,0,101.04
2014,12,26,1,99
2014,12,26,2,98.8
2014,12,26,3,96.85
2014,12,26,4,97.51
2014,12,26,5,96.97
2014,12,26,6,84.13
2014,12,26,7,71.37
2014,12,26,8,77.06
2014,12,26,9,80.38
2014,12,26,10,78.41
2014,12,26,11,75.87
2014,12,26,12,76.85
2014,12,26,13,73.09
2014,12,26,14,35.6
2014,12,26,15,38.63
2014,12,26,16,68.6
2014,12,26,17,79.49
2014,12,26,18,82.7
2014,12,26,19,83.35
2014,12,26,20,85.43
2014,12,26,21,92.2
2014,12,26,22,95.56
2014,12,26,23,98.86
2014,12,27,0,99.12
2014,12,27,1,100.66
2014,12,27,2,103.13
2014,12,27,3,100.37
2014,12,27,4,98.71
2014,12,27,5,97.57
2014,12,27,6,92.51
2014,12,27,7,83.4
2014,12,27,8,85.9
2014,12,27,9,80.59
2014,12,27,10,78.88
2014,12,27,11,74.51
2014,12,27,12,81.1
2014,12,27,13,87.38
2014,12,27,14,84.35
2014,12,27,15,80.97
2014,12,27,16,60.33
2014,12,27,17,80.11
2014,12,27,18,83.86
2014,12,27,19,86.79
2014,12,27,20,91.28
2014,12,27,21,96.11
2014,12,27,22,97.99
2014,12,27,23,101.97
2014,12,28,0,102.23
2014,12,28,1,104.11
2014,12,28,2,104.15
2014,12,28,3,104.54
2014,12,28,4,104.61
2014,12,28,5,104.69
2014,12,28,6,101
2014,12,28,7,96.26
2014,12,28,8,95.36
2014,12,28,9,94.57
2014,12,28,10,91.71
2014,12,28,11,90.51
2014,12,28,12,90.3
2014,12,28,13,89.66
2014,12,28,14,85.42
2014,12,28,15,81.96
2014,12,28,16,81.19
2014,12,28,17,80.08
2014,12,28,18,83.6
2014,12,28,19,86.56
2014,12,28,20,87.86
2014,12,28,21,93.93
2014,12,28,22,97.45
2014,12,28,23,103.19
2014,12,29,0,102.36
2014,12,29,1,101.6
2014,12,29,2,101.46
2014,12,29,3,98.57
2014,12,29,4,99.97
2014,12,29,5,97.01
2014,12,29,6,64.19
2014,12,29,7,48.2
2014,12,29,8,53.69
2014,12,29,9,77.82
2014,12,29,10,61.23
2014,12,29,11,55.97
2014,12,29,12,78.97
2014,12,29,13,81.3
2014,12,29,14,79.7
2014,12,29,15,79.77
2014,12,29,16,82.08
2014,12,29,17,80.68
2014,12,29,18,85.46
2014,12,29,19,88.04
2014,12,29,20,89.01
2014,12,29,21,92.92
2014,12,29,22,95.47
2014,12,29,23,97.1
2014,12,30,0,99.51
2014,12,30,1,91.85
2014,12,30,2,96.33
2014,12,30,3,96.38
2014,12,30,4,94.37
2014,12,30,5,94.61
2014,12,30,6,86.58
2014,12,30,7,73.83
2014,12,30,8,78.28
2014,12,30,9,69.74
2014,12,30,10,49.57
2014,12,30,11,68.08
2014,12,30,12,78.68
2014,12,30,13,81.24
2014,12,30,14,80.69
2014,12,30,15,81.96
2014,12,30,16,82.01
2014,12,30,17,80.09
2014,12,30,18,83.03
2014,12,30,19,86.05
2014,12,30,20,87.01
2014,12,30,21,92.12
2014,12,30,22,95.3
2014,12,30,23,97.92
2014,12,31,0,99.29
2014,12,31,1,99.71
2014,12,31,2,99.82
2014,12,31,3,98.02
2014,12,31,4,94.19
2014,12,31,5,89.73
2014,12,31,6,84.57
2014,12,31,7,71.51
2014,12,31,8,76.92
2014,12,31,9,81.06
2014,12,31,10,80.81
2014,12,31,11,80.64
2014,12,31,12,82.96
2014,12,31,13,83.43
2014,12,31,14,82.35
2014,12,31,15,80.28
2014,12,31,16,80.36
2014,12,31,17,79.45
2014,12,31,18,80.97
2014,12,31,19,82.07
2014,12,31,20,84.46
2014,12,31,21,91.37
2014,12,31,22,94.73
2014,12,31,23,98.1
2015,1,1,0,99
2015,1,1,1,99.08
2015,1,1,2,101.05
2015,1,1,3,101.45
2015,1,1,4,100.78
2015,1,1,5,99.86
2015,1,1,6,99.63
2015,1,1,7,95.39
2015,1,1,8,94.81
2015,1,1,9,91.05
2015,1,1,10,87.22
2015,1,1,11,87.68
2015,1,1,12,86.51
2015,1,1,13,90.76
2015,1,1,14,89.18
2015,1,1,15,87.01
2015,1,1,16,86.59
2015,1,1,17,86.84
2015,1,1,18,89.24
2015,1,1,19,90.88
2015,1,1,20,91.41
2015,1,1,21,95.56
2015,1,1,22,99.08
2015,1,1,23,102.48
2015,1,2,0,103.46
2015,1,2,1,101.43
2015,1,2,2,99.08
2015,1,2,3,97.38
2015,1,2,4,99.94
2015,1,2,5,99.38
2015,1,2,6,89.43
2015,1,2,7,72.92
2015,1,2,8,82.72
2015,1,2,9,84.72
2015,1,2,10,81.23
2015,1,2,11,77.65
2015,1,2,12,78.6
2015,1,2,13,84.69
2015,1,2,14,80.83
2015,1,2,15,81.45
2015,1,2,16,81.83
2015,1,2,17,80.96
2015,1,2,18,83.6
2015,1,2,19,85.17
2015,1,2,20,86.51
2015,1,2,21,91.4
2015,1,2,22,96.6
2015,1,2,23,99.05
2015,1,3,0,100.14
2015,1,3,1,99.68
2015,1,3,2,99.35
2015,1,3,3,99.01
2015,1,3,4,98.28
2015,1,3,5,97.87
2015,1,3,6,94.65
2015,1,3,7,88.1
2015,1,3,8,88.11
2015,1,3,9,85.17
2015,1,3,10,78.3
2015,1,3,11,81.86
2015,1,3,12,84.55
2015,1,3,13,88.16
2015,1,3,14,86.43
2015,1,3,15,85.53
2015,1,3,16,84.68
2015,1,3,17,83.83
2015,1,3,18,85.6
2015,1,3,19,90.66
2015,1,3,20,92.91
2015,1,3,21,96.07
2015,1,3,22,98.43
2015,1,3,23,102.41
2015,1,4,0,104.1
2015,1,4,1,103.62
2015,1,4,2,103.6
2015,1,4,3,103.34
2015,1,4,4,101.55
2015,1,4,5,103.77
2015,1,4,6,102.81
2015,1,4,7,97.28
2015,1,4,8,96.81
2015,1,4,9,95.66
2015,1,4,10,93.81
2015,1,4,11,92.03
2015,1,4,12,91.33
2015,1,4,13,91.57
2015,1,4,14,87
2015,1,4,15,84.68
2015,1,4,16,81.32
2015,1,4,17,76.7
2015,1,4,18,83.59
2015,1,4,19,86.81
2015,1,4,20,87.64
2015,1,4,21,93.1
2015,1,4,22,97.31
2015,1,4,23,100.86
2015,1,5,0,101.07
2015,1,5,1,99.13
2015,1,5,2,98.42
2015,1,5,3,96.51
2015,1,5,4,99.13
2015,1,5,5,94.5
2015,1,5,6,63.38
2015,1,5,7,39.14
2015,1,5,8,62.32
2015,1,5,9,79.84
2015,1,5,10,77.65
2015,1,5,11,80.58
2015,1,5,12,83.43
2015,1,5,13,83.75
2015,1,5,14,82.62
2015,1,5,15,82.32
2015,1,5,16,84.9
2015,1,5,17,84.1
2015,1,5,18,87.07
2015,1,5,19,86.59
2015,1,5,20,85.92
2015,1,5,21,92.35
2015,1,5,22,93.89
2015,1,5,23,92.69
2015,1,6,0,89.28
2015,1,6,1,89.9
2015,1,6,2,87.68
2015,1,6,3,88.39
2015,1,6,4,90.42
2015,1,6,5,91.3
2015,1,6,6,84.63
2015,1,6,7,60.25
2015,1,6,8,77.38
2015,1,6,9,72.52
2015,1,6,10,76.75
2015,1,6,11,79.05
2015,1,6,12,81.53
2015,1,6,13,81.64
2015,1,6,14,80.04
2015,1,6,15,81.47
2015,1,6,16,83.22
2015,1,6,17,82.82
2015,1,6,18,85.93
2015,1,6,19,88.91
2015,1,6,20,89.37
2015,1,6,21,94.18
2015,1,6,22,96.8
2015,1,6,23,99.33
2015,1,7,0,100.52
2015,1,7,1,98.38
2015,1,7,2,97.9
2015,1,7,3,95.58
2015,1,7,4,94.53
2015,1,7,5,96.36
2015,1,7,6,88.74
2015,1,7,7,75.77
2015,1,7,8,80.62
2015,1,7,9,72.91
2015,1,7,10,82.36
2015,1,7,11,85
2015,1,7,12,70.89
2015,1,7,13,81.27
2015,1,7,14,82.25
2015,1,7,15,81.86
2015,1,7,16,84.47
2015,1,7,17,83.16
2015,1,7,18,86.63
2015,1,7,19,90.55
2015,1,7,20,90.06
2015,1,7,21,93.92
2015,1,7,22,96.76
2015,1,7,23,99.5
2015,1,8,0,99.97
2015,1,8,1,98.11
2015,1,8,2,98.96
2015,1,8,3,97.25
2015,1,8,4,95.2
2015,1,8,5,95.99
2015,1,8,6,90.27
2015,1,8,7,78.79
2015,1,8,8,80.99
2015,1,8,9,79.37
2015,1,8,10,66.36
2015,1,8,11,73.4
2015,1,8,12,81.08
2015,1,8,13,82.25
2015,1,8,14,80.58
2015,1,8,15,81.83
2015,1,8,16,84.08
2015,1,8,17,83.48
2015,1,8,18,85.18
2015,1,8,19,89.33
2015,1,8,20,90.18
2015,1,8,21,95.52
2015,1,8,22,97.12
2015,1,8,23,99.58
2015,1,9,0,100.5
2015,1,9,1,100.59
2015,1,9,2,98.11
2015,1,9,3,95.86
2015,1,9,4,94.62
2015,1,9,5,96.5
2015,1,9,6,89.81
2015,1,9,7,51.44
2015,1,9,8,58.46
2015,1,9,9,79.99
2015,1,9,10,77.93
2015,1,9,11,76.69
2015,1,9,12,82.84
2015,1,9,13,82.06
2015,1,9,14,81.03
2015,1,9,15,79.03
2015,1,9,16,79.23
2015,1,9,17,81.9
2015,1,9,18,83.37
2015,1,9,19,84.4
2015,1,9,20,84.15
2015,1,9,21,95.43
2015,1,9,22,96.19
2015,1,9,23,91.33
2015,1,10,0,100.65
2015,1,10,1,100.96
2015,1,10,2,103.65
2015,1,10,3,101.05
2015,1,10,4,98.66
2015,1,10,5,98.85
2015,1,10,6,92.16
2015,1,10,7,84.03
2015,1,10,8,85.1
2015,1,10,9,77.59
2015,1,10,10,78.34
2015,1,10,11,83.49
2015,1,10,12,86.7
2015,1,10,13,88.8
2015,1,10,14,83.43
2015,1,10,15,81.99
2015,1,10,16,83.75
2015,1,10,17,82.62
2015,1,10,18,83.94
2015,1,10,19,85.66
2015,1,10,20,89.76
2015,1,10,21,96.42
2015,1,10,22,97.17
2015,1,10,23,102.05
2015,1,11,0,103.77
2015,1,11,1,104.75
2015,1,11,2,104.36
2015,1,11,3,102.9
2015,1,11,4,99.68
2015,1,11,5,103.22
2015,1,11,6,99.89
2015,1,11,7,95.68
2015,1,11,8,98.02
2015,1,11,9,96.61
2015,1,11,10,92.94
2015,1,11,11,92.31
2015,1,11,12,92.46
2015,1,11,13,93.78
2015,1,11,14,86.9
2015,1,11,15,83.31
2015,1,11,16,83.45
2015,1,11,17,84.16
2015,1,11,18,83.81
2015,1,11,19,86.89
2015,1,11,20,87.8
2015,1,11,21,93.51
2015,1,11,22,98.36
2015,1,11,23,103.26
2015,1,12,0,103.94
2015,1,12,1,102.69
2015,1,12,2,100.68
2015,1,12,3,100.15
2015,1,12,4,101.76
2015,1,12,5,97.8
2015,1,12,6,67.07
2015,1,12,7,52.76
2015,1,12,8,80.89
2015,1,12,9,84.14
2015,1,12,10,77.95
2015,1,12,11,69.6
2015,1,12,12,85.34
2015,1,12,13,86.2
2015,1,12,14,85.28
2015,1,12,15,87.74
2015,1,12,16,87.27
2015,1,12,17,86.26
2015,1,12,18,86.73
2015,1,12,19,88.26
2015,1,12,20,90.5
2015,1,12,21,95.34
2015,1,12,22,98.67
2015,1,12,23,100.85
2015,1,13,0,101.05
2015,1,13,1,100.2
2015,1,13,2,98.91
2015,1,13,3,97.16
2015,1,13,4,96.65
2015,1,13,5,99.42
2015,1,13,6,89.81
2015,1,13,7,78.71
2015,1,13,8,82.35
2015,1,13,9,82.19
2015,1,13,10,70.94
2015,1,13,11,71.12
2015,1,13,12,81.69
2015,1,13,13,87.96
2015,1,13,14,84.68
2015,1,13,15,85.79
2015,1,13,16,86.12
2015,1,13,17,86.44
2015,1,13,18,86.81
2015,1,13,19,89.82
2015,1,13,20,91.23
2015,1,13,21,95.95
2015,1,13,22,98.3
2015,1,13,23,101.66
2015,1,14,0,102.15
2015,1,14,1,102.25
2015,1,14,2,101.31
2015,1,14,3,97.94
2015,1,14,4,97.01
2015,1,14,5,98.8
2015,1,14,6,91.41
2015,1,14,7,77.72
2015,1,14,8,79.52
2015,1,14,9,65.99
2015,1,14,10,46.84
2015,1,14,11,63.45
2015,1,14,12,87.95
2015,1,14,13,86.74
2015,1,14,14,86.09
2015,1,14,15,85.05
2015,1,14,16,84.8
2015,1,14,17,85.05
2015,1,14,18,87.12
2015,1,14,19,90.12
2015,1,14,20,90.71
2015,1,14,21,96.77
2015,1,14,22,96.61
2015,1,14,23,102.07
2015,1,15,0,102.45
2015,1,15,1,102.08
2015,1,15,2,101.04
2015,1,15,3,98.84
2015,1,15,4,96.78
2015,1,15,5,98.24
2015,1,15,6,89.91
2015,1,15,7,77.81
2015,1,15,8,81.51
2015,1,15,9,73.15
2015,1,15,10,62.14
2015,1,15,11,50.54
2015,1,15,12,67.48
2015,1,15,13,87.88
2015,1,15,14,84.7
2015,1,15,15,86.32
2015,1,15,16,86.49
2015,1,15,17,87.01
2015,1,15,18,87.15
2015,1,15,19,90.24
2015,1,15,20,90.68
2015,1,15,21,95.64
2015,1,15,22,97.68
2015,1,15,23,100.5
2015,1,16,0,102.22
2015,1,16,1,101.16
2015,1,16,2,100.16
2015,1,16,3,98.93
2015,1,16,4,96.61
2015,1,16,5,97.99
2015,1,16,6,91.07
2015,1,16,7,79.87
2015,1,16,8,80.14
2015,1,16,9,75.48
2015,1,16,10,73.95
2015,1,16,11,62.95
2015,1,16,12,73.93
2015,1,16,13,74.24
2015,1,16,14,79.66
2015,1,16,15,75.54
2015,1,16,16,76.7
2015,1,16,17,80.98
2015,1,16,18,83.22
2015,1,16,19,83.6
2015,1,16,20,84.72
2015,1,16,21,93.14
2015,1,16,22,96.09
2015,1,16,23,100.22
2015,1,17,0,100.8
2015,1,17,1,102.31
2015,1,17,2,103.51
2015,1,17,3,101.81
2015,1,17,4,99.49
2015,1,17,5,99.95
2015,1,17,6,93.46
2015,1,17,7,86.62
2015,1,17,8,85.1
2015,1,17,9,84.04
2015,1,17,10,80.4
2015,1,17,11,85.08
2015,1,17,12,90.49
2015,1,17,13,91.32
2015,1,17,14,87.4
2015,1,17,15,86.9
2015,1,17,16,86.06
2015,1,17,17,84.38
2015,1,17,18,84.02
2015,1,17,19,87.12
2015,1,17,20,89.02
2015,1,17,21,95.73
2015,1,17,22,98.22
2015,1,17,23,102.77
2015,1,18,0,104.4
2015,1,18,1,104.97
2015,1,18,2,106.78
2015,1,18,3,103.67
2015,1,18,4,102.92
2015,1,18,5,104.84
2015,1,18,6,102.36
2015,1,18,7,98.97
2015,1,18,8,100.28
2015,1,18,9,97.92
2015,1,18,10,95.52
2015,1,18,11,95.45
2015,1,18,12,96
2015,1,18,13,94.59
2015,1,18,14,91.24
2015,1,18,15,86.89
2015,1,18,16,84.39
2015,1,18,17,83.21
2015,1,18,18,79.84
2015,1,18,19,79.21
2015,1,18,20,70
2015,1,18,21,69.21
2015,1,18,22,65.61
2015,1,18,23,89.03
2015,1,19,0,92.36
2015,1,19,1,89.63
2015,1,19,2,87.14
2015,1,19,3,86.38
2015,1,19,4,90.66
2015,1,19,5,88.63
2015,1,19,6,63.13
2015,1,19,7,46.95
2015,1,19,8,54.84
2015,1,19,9,76.7
2015,1,19,10,78.8
2015,1,19,11,78.26
2015,1,19,12,84.34
2015,1,19,13,83.9
2015,1,19,14,84.07
2015,1,19,15,72.16
2015,1,19,16,82.43
2015,1,19,17,87.84
2015,1,19,18,87.72
2015,1,19,19,89.26
2015,1,19,20,92.03
2015,1,19,21,95.86
2015,1,19,22,98.55
2015,1,19,23,99.85
2015,1,20,0,100.2
2015,1,20,1,100.71
2015,1,20,2,99.51
2015,1,20,3,96.12
2015,1,20,4,96.08
2015,1,20,5,97.76
2015,1,20,6,89.6
2015,1,20,7,74.08
2015,1,20,8,55.1
2015,1,20,9,83.27
2015,1,20,10,81.21
2015,1,20,11,67.5
2015,1,20,12,70.26
2015,1,20,13,86.49
2015,1,20,14,85.33
2015,1,20,15,84.41
2015,1,20,16,86.5
2015,1,20,17,87.04
2015,1,20,18,86.01
2015,1,20,19,88.91
2015,1,20,20,90.36
2015,1,20,21,96.28
2015,1,20,22,98.64
2015,1,20,23,99.4
2015,1,21,0,100.15
2015,1,21,1,98.32
2015,1,21,2,98.19
2015,1,21,3,98.53
2015,1,21,4,95.54
2015,1,21,5,98.05
2015,1,21,6,91.1
2015,1,21,7,78.4
2015,1,21,8,79.01
2015,1,21,9,81.58
2015,1,21,10,75.34
2015,1,21,11,85.85
2015,1,21,12,78.06
2015,1,21,13,82.6
2015,1,21,14,83.07
2015,1,21,15,84.17
2015,1,21,16,84.71
2015,1,21,17,82.64
2015,1,21,18,85.46
2015,1,21,19,85.53
2015,1,21,20,83.65
2015,1,21,21,87.02
2015,1,21,22,87.66
2015,1,21,23,93.96
2015,1,22,0,95.1
2015,1,22,1,95.51
2015,1,22,2,96.5
2015,1,22,3,92.19
2015,1,22,4,93.21
2015,1,22,5,93.82
2015,1,22,6,86.96
2015,1,22,7,73.27
2015,1,22,8,75.93
2015,1,22,9,75.45
2015,1,22,10,75.26
2015,1,22,11,72.98
2015,1,22,12,81.42
2015,1,22,13,81.94
2015,1,22,14,80.54
2015,1,22,15,84.15
2015,1,22,16,84.48
2015,1,22,17,83.17
2015,1,22,18,85.34
2015,1,22,19,88.45
2015,1,22,20,88.25
2015,1,22,21,94.48
2015,1,22,22,96.61
2015,1,22,23,100.03
2015,1,23,0,100.17
2015,1,23,1,99.71
2015,1,23,2,98.49
2015,1,23,3,96
2015,1,23,4,94.57
2015,1,23,5,96.56
2015,1,23,6,88.91
2015,1,23,7,72.7
2015,1,23,8,71.97
2015,1,23,9,78.46
2015,1,23,10,77.9
2015,1,23,11,73.37
2015,1,23,12,68.61
2015,1,23,13,82.19
2015,1,23,14,80
2015,1,23,15,75.76
2015,1,23,16,77.21
2015,1,23,17,80.23
2015,1,23,18,80.27
2015,1,23,19,82.21
2015,1,23,20,85.48
2015,1,23,21,91.48
2015,1,23,22,96.29
2015,1,23,23,99.32
2015,1,24,0,100.79
2015,1,24,1,102.13
2015,1,24,2,102.79
2015,1,24,3,100.94
2015,1,24,4,99.1
2015,1,24,5,99.42
2015,1,24,6,92.9
