year,month,day,hour,speed
2014,6,27,21,88.91
2014,6,27,22,91.3
2014,6,27,23,95.41
2014,6,28,0,100.26
2014,6,28,1,100.94
2014,6,28,2,101.49
2014,6,28,3,100.65
2014,6,28,4,99.86
2014,6,28,5,99.13
2014,6,28,6,91.93
2014,6,28,7,83.41
2014,6,28,8,84.23
2014,6,28,9,84
2014,6,28,10,80.82
2014,6,28,11,84.33
2014,6,28,12,87.76
2014,6,28,13,87.83
2014,6,28,14,85.85
2014,6,28,15,84.45
2014,6,28,16,83.43
2014,6,28,17,84.22
2014,6,28,18,86.34
2014,6,28,19,89.53
2014,6,28,20,88.75
2014,6,28,21,92.22
2014,6,28,22,94.69
2014,6,28,23,99.86
2014,6,29,0,103.97
2014,6,29,1,105.71
2014,6,29,2,106.04
2014,6,29,3,106.61
2014,6,29,4,104.33
2014,6,29,5,107.58
2014,6,29,6,102.97
2014,6,29,7,99.48
2014,6,29,8,95.26
2014,6,29,9,92.91
2014,6,29,10,91.32
2014,6,29,11,91.64
2014,6,29,12,92.09
2014,6,29,13,91.67
2014,6,29,14,88.45
2014,6,29,15,86.65
2014,6,29,16,88
2014,6,29,17,87.37
2014,6,29,18,88.8
2014,6,29,19,89.06
2014,6,29,20,83.83
2014,6,29,21,91
2014,6,29,22,94.65
2014,6,29,23,100.64
2014,6,30,0,104.58
2014,6,30,1,103.45
2014,6,30,2,100.72
2014,6,30,3,101.65
2014,6,30,4,103.49
2014,6,30,5,95.25
2014,6,30,6,61.91
2014,6,30,7,48.01
2014,6,30,8,62.78
2014,6,30,9,81.48
2014,6,30,10,59.37
2014,6,30,11,48.92
2014,6,30,12,78.75
2014,6,30,13,83.43
2014,6,30,14,82.76
2014,6,30,15,83.59
2014,6,30,16,86.03
2014,6,30,17,86.8
2014,6,30,18,84.73
2014,6,30,19,85.64
2014,6,30,20,88.65
2014,6,30,21,93.57
2014,6,30,22,95.46
2014,6,30,23,99.26
2014,7,1,0,101.02
2014,7,1,1,100.52
2014,7,1,2,98.21
2014,7,1,3,98.23
2014,7,1,4,97.88
2014,7,1,5,97.52
2014,7,1,6,89.54
2014,7,1,7,81.75
2014,7,1,8,78.57
2014,7,1,9,79.84
2014,7,1,10,74.01
2014,7,1,11,65.83
2014,7,1,12,82.4
2014,7,1,13,81.77
2014,7,1,14,82.43
2014,7,1,15,84.31
2014,7,1,16,85.38
2014,7,1,17,87.96
2014,7,1,18,89.66
2014,7,1,19,91.29
2014,7,1,20,88.77
2014,7,1,21,92.87
2014,7,1,22,91.05
2014,7,1,23,94.55
2014,7,2,0,95.66
2014,7,2,1,95.61
2014,7,2,2,94.86
2014,7,2,3,91.65
2014,7,2,4,92.96
2014,7,2,5,96.53
2014,7,2,6,89.25
2014,7,2,7,80.39
2014,7,2,8,80.51
2014,7,2,9,79.26
2014,7,2,10,78.15
2014,7,2,11,78.93
2014,7,2,12,80.07
2014,7,2,13,79.25
2014,7,2,14,82.65
2014,7,2,15,82.81
2014,7,2,16,78.15
2014,7,2,17,80.14
2014,7,2,18,88.14
2014,7,2,19,89.66
2014,7,2,20,87.35
2014,7,2,21,88.55
2014,7,2,22,90.76
2014,7,2,23,95.26
2014,7,3,0,96.35
2014,7,3,1,94.38
2014,7,3,2,93.11
2014,7,3,3,91.44
2014,7,3,4,91.78
2014,7,3,5,93.22
2014,7,3,6,86.63
2014,7,3,7,79.4
2014,7,3,8,82.17
2014,7,3,9,78.96
2014,7,3,10,56.84
2014,7,3,11,67.46
2014,7,3,12,83.37
2014,7,3,13,82.43
2014,7,3,14,78.87
2014,7,3,15,84.41
2014,7,3,16,86.83
2014,7,3,17,86.72
2014,7,3,18,87.7
2014,7,3,19,91.07
2014,7,3,20,90.4
2014,7,3,21,95.28
2014,7,3,22,96.5
2014,7,3,23,100.18
2014,7,4,0,102.19
2014,7,4,1,101.36
2014,7,4,2,100.13
2014,7,4,3,99.64
2014,7,4,4,98.44
2014,7,4,5,99.64
2014,7,4,6,76.07
2014,7,4,7,82.24
2014,7,4,8,81.16
2014,7,4,9,79.88
2014,7,4,10,78.46
2014,7,4,11,76.23
2014,7,4,12,82.09
2014,7,4,13,81.22
2014,7,4,14,80.37
2014,7,4,15,81.77
2014,7,4,16,83.11
2014,7,4,17,81.41
2014,7,4,18,85.04
2014,7,4,19,85.77
2014,7,4,20,82.98
2014,7,4,21,90.1
2014,7,4,22,92.01
2014,7,4,23,96.27
2014,7,5,0,99.94
2014,7,5,1,100.48
2014,7,5,2,101.53
2014,7,5,3,100.43
2014,7,5,4,100.83
2014,7,5,5,99.56
2014,7,5,6,92.77
2014,7,5,7,83.7
2014,7,5,8,80.81
2014,7,5,9,82.7
2014,7,5,10,84.72
2014,7,5,11,87.02
2014,7,5,12,88.46
2014,7,5,13,89.29
2014,7,5,14,86.9
2014,7,5,15,86.06
2014,7,5,16,85.71
2014,7,5,17,83.77
2014,7,5,18,88.28
2014,7,5,19,87.87
2014,7,5,20,89.65
2014,7,5,21,92.43
2014,7,5,22,95.28
2014,7,5,23,100.23
2014,7,6,0,102.75
2014,7,6,1,105.16
2014,7,6,2,106.07
2014,7,6,3,104.82
2014,7,6,4,104.07
2014,7,6,5,107.58
2014,7,6,6,103.44
2014,7,6,7,98.94
2014,7,6,8,96.82
2014,7,6,9,95.03
2014,7,6,10,90.91
2014,7,6,11,90.76
2014,7,6,12,94.29
2014,7,6,13,92.64
2014,7,6,14,89.47
2014,7,6,15,86.81
2014,7,6,16,86.43
2014,7,6,17,88.48
2014,7,6,18,89.66
2014,7,6,19,90.15
2014,7,6,20,86.52
2014,7,6,21,89.86
2014,7,6,22,94.75
2014,7,6,23,102.12
2014,7,7,0,104.16
2014,7,7,1,102.05
2014,7,7,2,100.01
2014,7,7,3,101.22
2014,7,7,4,103.11
2014,7,7,5,95.43
2014,7,7,6,74.81
2014,7,7,7,76.83
2014,7,7,8,75.88
2014,7,7,9,70.47
2014,7,7,10,55.66
2014,7,7,11,79.58
2014,7,7,12,81.73
2014,7,7,13,82.49
2014,7,7,14,82.58
2014,7,7,15,83.69
2014,7,7,16,83.81
2014,7,7,17,87.74
2014,7,7,18,89.39
2014,7,7,19,90.56
2014,7,7,20,88.07
2014,7,7,21,93.9
2014,7,7,22,96.02
2014,7,7,23,99.27
2014,7,8,0,99.29
2014,7,8,1,99.2
2014,7,8,2,97.39
2014,7,8,3,95.23
2014,7,8,4,97.06
2014,7,8,5,96.85
2014,7,8,6,89.97
2014,7,8,7,80.9
2014,7,8,8,84.23
2014,7,8,9,74.94
2014,7,8,10,32.1
2014,7,8,11,63.17
2014,7,8,12,77.13
2014,7,8,13,69.52
2014,7,8,14,79.79
2014,7,8,15,83.5
2014,7,8,16,85.11
2014,7,8,17,86.46
2014,7,8,18,89.87
2014,7,8,19,86.72
2014,7,8,20,87.25
2014,7,8,21,93.95
2014,7,8,22,95.52
2014,7,8,23,91.7
2014,7,9,0,90.02
2014,7,9,1,92.84
2014,7,9,2,94.4
2014,7,9,3,93.45
2014,7,9,4,94.38
2014,7,9,5,97.68
2014,7,9,6,91.43
2014,7,9,7,82.75
2014,7,9,8,80.52
2014,7,9,9,77.13
2014,7,9,10,69.61
2014,7,9,11,74.79
2014,7,9,12,79.66
2014,7,9,13,62.32
2014,7,9,14,75.93
2014,7,9,15,81.09
2014,7,9,16,83.55
2014,7,9,17,87.28
2014,7,9,18,90.27
2014,7,9,19,90.55
2014,7,9,20,89.86
2014,7,9,21,95.37
2014,7,9,22,96.22
2014,7,9,23,99.94
2014,7,10,0,101.09
2014,7,10,1,101.66
2014,7,10,2,97.76
2014,7,10,3,98.13
2014,7,10,4,98.18
2014,7,10,5,98.9
2014,7,10,6,90.59
2014,7,10,7,81.97
2014,7,10,8,76.6
2014,7,10,9,73.55
2014,7,10,10,72.63
2014,7,10,11,61.82
2014,7,10,12,71.13
2014,7,10,13,79.28
2014,7,10,14,84.61
2014,7,10,15,83.32
2014,7,10,16,85.21
2014,7,10,17,86.29
2014,7,10,18,88.41
2014,7,10,19,91.15
2014,7,10,20,88.45
2014,7,10,21,93.06
2014,7,10,22,91.35
2014,7,10,23,98.96
2014,7,11,0,100.81
2014,7,11,1,100.15
2014,7,11,2,99.41
2014,7,11,3,98.03
2014,7,11,4,97.07
2014,7,11,5,98.36
2014,7,11,6,84.14
2014,7,11,7,78.39
2014,7,11,8,79.31
2014,7,11,9,79.02
2014,7,11,10,75.14
2014,7,11,11,74.47
2014,7,11,12,80.41
2014,7,11,13,81.13
2014,7,11,14,75.49
2014,7,11,15,77.87
2014,7,11,16,79.5
2014,7,11,17,82.49
2014,7,11,18,84.57
2014,7,11,19,85.21
2014,7,11,20,82.94
2014,7,11,21,89.3
2014,7,11,22,92.6
2014,7,11,23,96.04
2014,7,12,0,97.45
2014,7,12,1,99.16
2014,7,12,2,100.73
2014,7,12,3,101.59
2014,7,12,4,100.31
2014,7,12,5,99.03
2014,7,12,6,92.28
2014,7,12,7,80.11
2014,7,12,8,78.51
2014,7,12,9,82.78
2014,7,12,10,85.98
2014,7,12,11,86.84
2014,7,12,12,88.11
2014,7,12,13,87.9
2014,7,12,14,86.27
2014,7,12,15,85.05
2014,7,12,16,82.88
2014,7,12,17,85.69
2014,7,12,18,89.02
2014,7,12,19,89.13
2014,7,12,20,88.87
2014,7,12,21,92.97
2014,7,12,22,95.2
2014,7,12,23,99.47
2014,7,13,0,102.79
2014,7,13,1,106.14
2014,7,13,2,104.63
2014,7,13,3,105.57
2014,7,13,4,104.73
2014,7,13,5,107.12
2014,7,13,6,101.91
2014,7,13,7,96.84
2014,7,13,8,96.51
2014,7,13,9,94.02
2014,7,13,10,92.91
2014,7,13,11,93.13
2014,7,13,12,94.68
2014,7,13,13,93.1
2014,7,13,14,90.79
2014,7,13,15,87.25
2014,7,13,16,87.12
2014,7,13,17,88.4
2014,7,13,18,89.33
2014,7,13,19,88.88
2014,7,13,20,84.26
2014,7,13,21,89.27
2014,7,13,22,93.79
2014,7,13,23,100.88
2014,7,14,0,104.31
2014,7,14,1,102.82
2014,7,14,2,100.65
2014,7,14,3,100.51
2014,7,14,4,102.83
2014,7,14,5,92.68
2014,7,14,6,53.38
2014,7,14,7,45.85
2014,7,14,8,53.98
2014,7,14,9,79.55
2014,7,14,10,73.51
2014,7,14,11,78.09
2014,7,14,12,79.36
2014,7,14,13,82.25
2014,7,14,14,81.33
2014,7,14,15,81.82
2014,7,14,16,84.84
2014,7,14,17,87.37
2014,7,14,18,89.04
2014,7,14,19,89.92
2014,7,14,20,87.23
2014,7,14,21,93.92
2014,7,14,22,92.75
2014,7,14,23,95.2
2014,7,15,0,97.96
2014,7,15,1,97.94
2014,7,15,2,95.29
2014,7,15,3,94.98
2014,7,15,4,96.66
2014,7,15,5,97.25
2014,7,15,6,80.92
2014,7,15,7,78.97
2014,7,15,8,79.45
2014,7,15,9,77.44
2014,7,15,10,77.47
2014,7,15,11,74.67
2014,7,15,12,78.62
2014,7,15,13,80.94
2014,7,15,14,80.45
2014,7,15,15,82.49
2014,7,15,16,84.3
2014,7,15,17,85.7
2014,7,15,18,88.86
2014,7,15,19,87.44
2014,7,15,20,86.85
2014,7,15,21,93.3
2014,7,15,22,95.39
2014,7,15,23,99.87
2014,7,16,0,101.46
2014,7,16,1,100.82
2014,7,16,2,98.24
2014,7,16,3,95.94
2014,7,16,4,95.64
2014,7,16,5,96.24
2014,7,16,6,89.04
2014,7,16,7,80.29
2014,7,16,8,58.87
2014,7,16,9,68.73
2014,7,16,10,63.84
2014,7,16,11,64.59
2014,7,16,12,78.69
2014,7,16,13,81.61
2014,7,16,14,81.08
2014,7,16,15,82.51
2014,7,16,16,84.74
2014,7,16,17,85.68
2014,7,16,18,89.93
2014,7,16,19,90.71
2014,7,16,20,87.76
2014,7,16,21,94.15
2014,7,16,22,95.7
2014,7,16,23,99.04
2014,7,17,0,101.4
2014,7,17,1,101
2014,7,17,2,98.85
2014,7,17,3,96.6
2014,7,17,4,96.14
2014,7,17,5,96.7
2014,7,17,6,89.83
2014,7,17,7,78.99
2014,7,17,8,76.7
2014,7,17,9,77.62
2014,7,17,10,72.79
2014,7,17,11,73.55
2014,7,17,12,56.4
2014,7,17,13,75.29
2014,7,17,14,82.59
2014,7,17,15,82
2014,7,17,16,84.54
2014,7,17,17,86.45
2014,7,17,18,88.73
2014,7,17,19,84.13
2014,7,17,20,87.79
2014,7,17,21,92.33
2014,7,17,22,95.9
2014,7,17,23,99.48
2014,7,18,0,101.8
2014,7,18,1,100.36
2014,7,18,2,89.57
2014,7,18,3,82.45
2014,7,18,4,80.81
2014,7,18,5,80.53
2014,7,18,6,77.39
2014,7,18,7,54.39
2014,7,18,8,45.08
2014,7,18,9,68.12
2014,7,18,10,73.49
2014,7,18,11,79.37
2014,7,18,12,79.87
2014,7,18,13,82.24
2014,7,18,14,80.86
2014,7,18,15,81.19
2014,7,18,16,83.02
2014,7,18,17,81.16
2014,7,18,18,84.78
2014,7,18,19,85.02
2014,7,18,20,84.54
2014,7,18,21,89.53
2014,7,18,22,93.39
2014,7,18,23,97.6
2014,7,19,0,101.53
2014,7,19,1,102.55
2014,7,19,2,101.83
2014,7,19,3,101.17
2014,7,19,4,101.29
2014,7,19,5,99.02
2014,7,19,6,90.71
2014,7,19,7,82.17
2014,7,19,8,81.07
2014,7,19,9,81.31
2014,7,19,10,85.27
2014,7,19,11,86.86
2014,7,19,12,87.92
2014,7,19,13,88.13
2014,7,19,14,88.1
2014,7,19,15,87.47
2014,7,19,16,86.73
2014,7,19,17,88.11
2014,7,19,18,89.65
2014,7,19,19,91.35
2014,7,19,20,90.52
2014,7,19,21,93.94
2014,7,19,22,95.22
2014,7,19,23,99.95
2014,7,20,0,103.92
2014,7,20,1,105.65
2014,7,20,2,105.88
2014,7,20,3,105.57
2014,7,20,4,104.19
2014,7,20,5,106.35
2014,7,20,6,102.13
2014,7,20,7,98.06
2014,7,20,8,96.1
2014,7,20,9,92.88
2014,7,20,10,91.17
2014,7,20,11,91.87
2014,7,20,12,92.28
2014,7,20,13,92.48
2014,7,20,14,95.39
2014,7,20,15,86.94
2014,7,20,16,84.1
2014,7,20,17,89.71
2014,7,20,18,90.95
2014,7,20,19,91.17
2014,7,20,20,85.78
2014,7,20,21,90.45
2014,7,20,22,94.99
2014,7,20,23,101.95
2014,7,21,0,104.1
2014,7,21,1,101.99
2014,7,21,2,100.24
2014,7,21,3,100.17
2014,7,21,4,100.87
2014,7,21,5,94.49
2014,7,21,6,81.87
2014,7,21,7,49.96
2014,7,21,8,46.88
2014,7,21,9,53.78
2014,7,21,10,76.74
2014,7,21,11,73.68
2014,7,21,12,75.74
2014,7,21,13,81.24
2014,7,21,14,81.43
2014,7,21,15,82.25
2014,7,21,16,85.94
2014,7,21,17,85.31
2014,7,21,18,89.42
2014,7,21,19,90.89
2014,7,21,20,89.49
2014,7,21,21,93.29
2014,7,21,22,96.48
2014,7,21,23,99.74
2014,7,22,0,101.63
2014,7,22,1,99.88
2014,7,22,2,98
2014,7,22,3,96.66
2014,7,22,4,96.6
2014,7,22,5,95.98
2014,7,22,6,87.1
2014,7,22,7,77.48
2014,7,22,8,67.93
2014,7,22,9,77.76
2014,7,22,10,77.33
2014,7,22,11,75.56
2014,7,22,12,77.57
2014,7,22,13,77.28
2014,7,22,14,80.43
2014,7,22,15,80.07
2014,7,22,16,83.48
2014,7,22,17,84.72
2014,7,22,18,80.32
2014,7,22,19,73.14
2014,7,22,20,81.44
2014,7,22,21,88.03
2014,7,22,22,90.85
2014,7,22,23,94.87
2014,7,23,0,97.76
2014,7,23,1,96.68
2014,7,23,2,91.44
2014,7,23,3,84.87
2014,7,23,4,87.34
2014,7,23,5,83.25
2014,7,23,6,67.25
2014,7,23,7,36.87
2014,7,23,8,38.82
2014,7,23,9,61.82
2014,7,23,10,73.93
2014,7,23,11,69.79
2014,7,23,12,80.47
2014,7,23,13,81.76
2014,7,23,14,83.93
2014,7,23,15,82.21
2014,7,23,16,84.81
2014,7,23,17,85.6
2014,7,23,18,89.87
2014,7,23,19,89.6
2014,7,23,20,87.3
2014,7,23,21,85.66
2014,7,23,22,88.44
2014,7,23,23,87.71
2014,7,24,0,89.53
2014,7,24,1,92.98
2014,7,24,2,93.05
2014,7,24,3,89.32
2014,7,24,4,87.11
2014,7,24,5,86.09
2014,7,24,6,78.66
2014,7,24,7,42.65
2014,7,24,8,41.54
2014,7,24,9,77.5
2014,7,24,10,65.77
2014,7,24,11,69.25
2014,7,24,12,79.3
2014,7,24,13,80.42
2014,7,24,14,78.24
2014,7,24,15,85.06
2014,7,24,16,86.34
2014,7,24,17,88.28
2014,7,24,18,90.58
2014,7,24,19,91.5
2014,7,24,20,86.51
2014,7,24,21,91.55
2014,7,24,22,91.71
2014,7,24,23,85.15
2014,7,25,0,78.89
2014,7,25,1,89.21
2014,7,25,2,98.23
2014,7,25,3,99.99
2014,7,25,4,95.69
2014,7,25,5,98.19
2014,7,25,6,91.73
2014,7,25,7,85.8
2014,7,25,8,85.84
2014,7,25,9,83
2014,7,25,10,75.42
2014,7,25,11,76.22
2014,7,25,12,79.97
2014,7,25,13,80.46
2014,7,25,14,78.63
2014,7,25,15,77.09
2014,7,25,16,80.8
2014,7,25,17,83.35
2014,7,25,18,82.95
2014,7,25,19,82.93
2014,7,25,20,76.96
2014,7,25,21,84.32
2014,7,25,22,84.16
2014,7,25,23,86.52
2014,7,26,0,87.96
2014,7,26,1,93.75
2014,7,26,2,93.87
2014,7,26,3,90.99
2014,7,26,4,91.86
2014,7,26,5,88
2014,7,26,6,81.31
2014,7,26,7,67.48
2014,7,26,8,58.98
2014,7,26,9,82.57
2014,7,26,10,78.4
2014,7,26,11,84.8
2014,7,26,12,88.17
2014,7,26,13,86.31
2014,7,26,14,85.84
2014,7,26,15,85.77
2014,7,26,16,86.89
2014,7,26,17,88.8
2014,7,26,18,91.27
2014,7,26,19,92.02
2014,7,26,20,91.27
2014,7,26,21,94.7
2014,7,26,22,97.39
2014,7,26,23,101.38
2014,7,27,0,103.36
2014,7,27,1,107.12
2014,7,27,2,105.9
2014,7,27,3,106.31
2014,7,27,4,106.63
2014,7,27,5,107.3
2014,7,27,6,101.54
2014,7,27,7,97.31
2014,7,27,8,95.51
2014,7,27,9,94.17
2014,7,27,10,90.72
2014,7,27,11,90.46
2014,7,27,12,93.25
2014,7,27,13,92.57
2014,7,27,14,89
2014,7,27,15,88.82
2014,7,27,16,86.87
2014,7,27,17,87.91
2014,7,27,18,89.61
2014,7,27,19,89.94
2014,7,27,20,85.76
2014,7,27,21,90.01
2014,7,27,22,93.63
2014,7,27,23,99.92
2014,7,28,0,103.08
2014,7,28,1,102.77
2014,7,28,2,101.65
2014,7,28,3,100.11
2014,7,28,4,102.99
2014,7,28,5,94.51
2014,7,28,6,60.97
2014,7,28,7,49.67
2014,7,28,8,47.54
2014,7,28,9,71.97
2014,7,28,10,52.35
2014,7,28,11,46.31
2014,7,28,12,67.22
2014,7,28,13,78.88
2014,7,28,14,78.23
2014,7,28,15,83.67
2014,7,28,16,84.51
2014,7,28,17,86.47
2014,7,28,18,87.55
2014,7,28,19,87.82
2014,7,28,20,86.61
2014,7,28,21,92.86
2014,7,28,22,94.99
2014,7,28,23,98.2
2014,7,29,0,99.67
2014,7,29,1,99.06
2014,7,29,2,96.01
2014,7,29,3,84.7
2014,7,29,4,90.71
2014,7,29,5,90.87
2014,7,29,6,79.21
2014,7,29,7,48.05
2014,7,29,8,56.77
2014,7,29,9,77.14
2014,7,29,10,66.02
2014,7,29,11,53.35
2014,7,29,12,74.91
2014,7,29,13,79.38
2014,7,29,14,80.26
2014,7,29,15,78.32
2014,7,29,16,80.83
2014,7,29,17,85.34
2014,7,29,18,85.88
2014,7,29,19,87.02
2014,7,29,20,85.87
2014,7,29,21,89.49
2014,7,29,22,85.89
2014,7,29,23,90.28
2014,7,30,0,94.6
2014,7,30,1,96.05
2014,7,30,2,94.93
2014,7,30,3,96.8
2014,7,30,4,97.34
2014,7,30,5,96.85
2014,7,30,6,87.09
2014,7,30,7,70.62
2014,7,30,8,70.87
2014,7,30,9,72.71
2014,7,30,10,66.45
2014,7,30,11,44.89
2014,7,30,12,73.09
2014,7,30,13,76.43
2014,7,30,14,72.48
2014,7,30,15,79.5
2014,7,30,16,81.36
2014,7,30,17,82.51
2014,7,30,18,86.16
2014,7,30,19,85.73
2014,7,30,20,84.24
2014,7,30,21,89.84
2014,7,30,22,91.54
2014,7,30,23,96.17
2014,7,31,0,100.75
2014,7,31,1,101.25
2014,7,31,2,99.28
2014,7,31,3,99.13
2014,7,31,4,98.19
2014,7,31,5,95.56
2014,7,31,6,78.29
2014,7,31,7,74.97
2014,7,31,8,67.94
2014,7,31,9,43.54
2014,7,31,10,30.92
2014,7,31,11,33.49
2014,7,31,12,74.3
2014,7,31,13,82.09
2014,7,31,14,80.66
2014,7,31,15,79.1
2014,7,31,16,80.65
2014,7,31,17,83.23
2014,7,31,18,84.98
2014,7,31,19,84.91
2014,7,31,20,83.47
2014,7,31,21,87.9
2014,7,31,22,91.02
2014,7,31,23,95.3
2014,8,1,0,100.43
2014,8,1,1,101.64
2014,8,1,2,101.08
2014,8,1,3,99.26
2014,8,1,4,99.56
2014,8,1,5,95.88
2014,8,1,6,86.15
2014,8,1,7,49.02
2014,8,1,8,45.73
2014,8,1,9,49.47
2014,8,1,10,58.96
2014,8,1,11,80.7
2014,8,1,12,78.99
2014,8,1,13,81.04
2014,8,1,14,77.37
2014,8,1,15,76.12
2014,8,1,16,80.92
2014,8,1,17,81.11
2014,8,1,18,83.59
2014,8,1,19,80.91
2014,8,1,20,76.59
2014,8,1,21,86.59
2014,8,1,22,87.59
2014,8,1,23,93.26
2014,8,2,0,98.84
2014,8,2,1,101.71
2014,8,2,2,102.29
2014,8,2,3,102.51
2014,8,2,4,99.71
2014,8,2,5,94.06
2014,8,2,6,85.76
2014,8,2,7,54.07
2014,8,2,8,73.16
2014,8,2,9,90.46
2014,8,2,10,88.43
2014,8,2,11,87.76
2014,8,2,12,88.53
2014,8,2,13,83.24
2014,8,2,14,84.99
2014,8,2,15,86.58
2014,8,2,16,86.28
2014,8,2,17,88.54
2014,8,2,18,88.61
2014,8,2,19,87.92
2014,8,2,20,87.93
2014,8,2,21,93.06
2014,8,2,22,93.03
2014,8,2,23,89.93
2014,8,3,0,87.14
2014,8,3,1,88.23
2014,8,3,2,86.71
2014,8,3,3,86.61
2014,8,3,4,87.1
2014,8,3,5,97.78
2014,8,3,6,99.14
2014,8,3,7,97
2014,8,3,8,96.4
2014,8,3,9,93.64
2014,8,3,10,91.83
2014,8,3,11,91.1
2014,8,3,12,91
2014,8,3,13,84.56
2014,8,3,14,80.56
2014,8,3,15,80.08
2014,8,3,16,79.9
2014,8,3,17,81.5
2014,8,3,18,67.43
2014,8,3,19,51.41
2014,8,3,20,64.78
2014,8,3,21,85.15
2014,8,3,22,92.36
2014,8,3,23,96.69
2014,8,4,0,98.11
2014,8,4,1,95.7
2014,8,4,2,94.65
2014,8,4,3,94.68
2014,8,4,4,93.75
2014,8,4,5,86.94
2014,8,4,6,52.36
2014,8,4,7,50.23
2014,8,4,8,80.42
2014,8,4,9,82.51
2014,8,4,10,58.24
2014,8,4,11,59.1
2014,8,4,12,74.86
2014,8,4,13,73.73
2014,8,4,14,75.46
2014,8,4,15,77.24
2014,8,4,16,81.98
2014,8,4,17,85.24
2014,8,4,18,88.18
2014,8,4,19,87.42
2014,8,4,20,86.16
2014,8,4,21,92.48
2014,8,4,22,94.72
2014,8,4,23,98.52
2014,8,5,0,100.22
2014,8,5,1,100.96
2014,8,5,2,99.71
2014,8,5,3,98.81
2014,8,5,4,98.82
2014,8,5,5,97.71
2014,8,5,6,90.15
2014,8,5,7,80.19
2014,8,5,8,79.03
2014,8,5,9,74.35
2014,8,5,10,74.64
2014,8,5,11,64.73
2014,8,5,12,55.2
2014,8,5,13,81.57
2014,8,5,14,83.71
2014,8,5,15,80.28
2014,8,5,16,81.06
2014,8,5,17,83.49
2014,8,5,18,85.69
2014,8,5,19,85.22
2014,8,5,20,83.32
2014,8,5,21,91.15
2014,8,5,22,93.28
2014,8,5,23,97.62
2014,8,6,0,100.69
2014,8,6,1,100.24
2014,8,6,2,99.2
2014,8,6,3,98.5
2014,8,6,4,97.77
2014,8,6,5,96
2014,8,6,6,80.81
2014,8,6,7,69.09
2014,8,6,8,76.84
2014,8,6,9,70.72
2014,8,6,10,67.9
2014,8,6,11,67.33
2014,8,6,12,77.28
2014,8,6,13,73.48
2014,8,6,14,79.51
2014,8,6,15,73.96
2014,8,6,16,63.74
2014,8,6,17,76.21
2014,8,6,18,70.53
2014,8,6,19,64.77
2014,8,6,20,72.6
2014,8,6,21,83.61
2014,8,6,22,88.55
2014,8,6,23,87.32
2014,8,7,0,91.49
2014,8,7,1,90.31
2014,8,7,2,93.82
2014,8,7,3,94.62
2014,8,7,4,93.32
2014,8,7,5,89.65
2014,8,7,6,81.43
2014,8,7,7,74.58
2014,8,7,8,73.84
2014,8,7,9,71.49
2014,8,7,10,65.22
2014,8,7,11,65.08
2014,8,7,12,78.26
2014,8,7,13,80.14
2014,8,7,14,79.56
2014,8,7,15,79.47
2014,8,7,16,82
2014,8,7,17,85.17
2014,8,7,18,86.54
2014,8,7,19,85.96
2014,8,7,20,85.85
2014,8,7,21,92.27
2014,8,7,22,94.67
2014,8,7,23,98.33
2014,8,8,0,101.76
2014,8,8,1,102.85
2014,8,8,2,101.81
2014,8,8,3,99.51
2014,8,8,4,99.08
2014,8,8,5,98.11
2014,8,8,6,91.03
2014,8,8,7,81.46
2014,8,8,8,75.16
2014,8,8,9,78.24
2014,8,8,10,70.8
2014,8,8,11,73.94
2014,8,8,12,76.48
2014,8,8,13,76.69
2014,8,8,14,78.05
2014,8,8,15,80.32
2014,8,8,16,81.26
2014,8,8,17,83.89
2014,8,8,18,83.42
2014,8,8,19,82.71
2014,8,8,20,80.99
2014,8,8,21,85.22
2014,8,8,22,90.35
2014,8,8,23,96.14
2014,8,9,0,99.49
2014,8,9,1,102.63
2014,8,9,2,103.85
2014,8,9,3,103.38
2014,8,9,4,103.24
2014,8,9,5,98.29
2014,8,9,6,90.46
2014,8,9,7,78.43
2014,8,9,8,83.62
2014,8,9,9,85.02
2014,8,9,10,82.92
2014,8,9,11,84.01
2014,8,9,12,87.66
2014,8,9,13,86.45
2014,8,9,14,83.69
2014,8,9,15,82.28
2014,8,9,16,83.1
2014,8,9,17,85.56
2014,8,9,18,87.43
2014,8,9,19,87.02
2014,8,9,20,87.66
2014,8,9,21,92.64
2014,8,9,22,92.99
2014,8,9,23,97.87
2014,8,10,0,104.3
2014,8,10,1,105.8
2014,8,10,2,105.99
2014,8,10,3,105.41
2014,8,10,4,106.61
2014,8,10,5,106
2014,8,10,6,101.42
2014,8,10,7,94.68
2014,8,10,8,93.48
2014,8,10,9,92.66
2014,8,10,10,90
2014,8,10,11,90.51
2014,8,10,12,90.78
2014,8,10,13,91.29
2014,8,10,14,84.06
2014,8,10,15,81.52
2014,8,10,16,65.44
2014,8,10,17,59.22
2014,8,10,18,51.86
2014,8,10,19,58.37
2014,8,10,20,68.51
2014,8,10,21,93.31
2014,8,10,22,97.63
2014,8,10,23,97.55
2014,8,11,0,100.17
2014,8,11,1,99.59
2014,8,11,2,98.65
2014,8,11,3,98.47
2014,8,11,4,101.37
2014,8,11,5,93.54
2014,8,11,6,72.02
2014,8,11,7,61.71
2014,8,11,8,73.8
2014,8,11,9,76.03
2014,8,11,10,69.24
2014,8,11,11,72.62
2014,8,11,12,78.41
2014,8,11,13,79.58
2014,8,11,14,69.18
2014,8,11,15,60.84
2014,8,11,16,80.02
2014,8,11,17,84.46
2014,8,11,18,87.47
